member,material,burst_kHz,level,capture_index,selected
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/105% breakdown/105breakdown-0007/105breakdown-0007_35.csv,BMIM_nitrate,20,105,35,True
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/105% breakdown/105breakdown-0007/105breakdown-0007_36.csv,BMIM_nitrate,20,105,36,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/105% breakdown/105breakdown-0007/105breakdown-0007_37.csv,BMIM_nitrate,20,105,37,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/105% breakdown/105breakdown-0007/105breakdown-0007_38.csv,BMIM_nitrate,20,105,38,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/105% breakdown/105breakdown-0007/105breakdown-0007_39.csv,BMIM_nitrate,20,105,39,True
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/105% breakdown/105breakdown-0007/105breakdown-0007_40.csv,BMIM_nitrate,20,105,40,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/105% breakdown/105breakdown-0007/105breakdown-0007_41.csv,BMIM_nitrate,20,105,41,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/105% breakdown/105breakdown-0007/105breakdown-0007_42.csv,BMIM_nitrate,20,105,42,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/105% breakdown/105breakdown-0007/105breakdown-0007_43.csv,BMIM_nitrate,20,105,43,True
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/105% breakdown/105breakdown-0007/105breakdown-0007_44.csv,BMIM_nitrate,20,105,44,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/105% breakdown/105breakdown-0007/105breakdown-0007_45.csv,BMIM_nitrate,20,105,45,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/105% breakdown/105breakdown-0007/105breakdown-0007_46.csv,BMIM_nitrate,20,105,46,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/105% breakdown/105breakdown-0007/105breakdown-0007_47.csv,BMIM_nitrate,20,105,47,True
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/105% breakdown/105breakdown-0007/105breakdown-0007_48.csv,BMIM_nitrate,20,105,48,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/105% breakdown/105breakdown-0007/105breakdown-0007_49.csv,BMIM_nitrate,20,105,49,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/105% breakdown/105breakdown-0007/105breakdown-0007_50.csv,BMIM_nitrate,20,105,50,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/105% breakdown/105breakdown-0007/105breakdown-0007_51.csv,BMIM_nitrate,20,105,51,True
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/105% breakdown/105breakdown-0007/105breakdown-0007_52.csv,BMIM_nitrate,20,105,52,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/105% breakdown/105breakdown-0007/105breakdown-0007_53.csv,BMIM_nitrate,20,105,53,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/105% breakdown/105breakdown-0007/105breakdown-0007_54.csv,BMIM_nitrate,20,105,54,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/105% breakdown/105breakdown-0007/105breakdown-0007_55.csv,BMIM_nitrate,20,105,55,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/105% breakdown/105breakdown-0007/105breakdown-0007_56.csv,BMIM_nitrate,20,105,56,True
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/105% breakdown/105breakdown-0007/105breakdown-0007_57.csv,BMIM_nitrate,20,105,57,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/105% breakdown/105breakdown-0007/105breakdown-0007_58.csv,BMIM_nitrate,20,105,58,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/105% breakdown/105breakdown-0007/105breakdown-0007_59.csv,BMIM_nitrate,20,105,59,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/105% breakdown/105breakdown-0007/105breakdown-0007_60.csv,BMIM_nitrate,20,105,60,True
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/105% breakdown/105breakdown-0007/105breakdown-0007_61.csv,BMIM_nitrate,20,105,61,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/105% breakdown/105breakdown-0007/105breakdown-0007_62.csv,BMIM_nitrate,20,105,62,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/105% breakdown/105breakdown-0007/105breakdown-0007_63.csv,BMIM_nitrate,20,105,63,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/105% breakdown/105breakdown-0007/105breakdown-0007_64.csv,BMIM_nitrate,20,105,64,True
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_01.csv,BMIM_nitrate,20,115,1,True
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_02.csv,BMIM_nitrate,20,115,2,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_03.csv,BMIM_nitrate,20,115,3,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_04.csv,BMIM_nitrate,20,115,4,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_05.csv,BMIM_nitrate,20,115,5,True
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_06.csv,BMIM_nitrate,20,115,6,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_07.csv,BMIM_nitrate,20,115,7,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_08.csv,BMIM_nitrate,20,115,8,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_09.csv,BMIM_nitrate,20,115,9,True
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_10.csv,BMIM_nitrate,20,115,10,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_11.csv,BMIM_nitrate,20,115,11,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_12.csv,BMIM_nitrate,20,115,12,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_13.csv,BMIM_nitrate,20,115,13,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_14.csv,BMIM_nitrate,20,115,14,True
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_15.csv,BMIM_nitrate,20,115,15,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_16.csv,BMIM_nitrate,20,115,16,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_17.csv,BMIM_nitrate,20,115,17,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_18.csv,BMIM_nitrate,20,115,18,True
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_19.csv,BMIM_nitrate,20,115,19,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_20.csv,BMIM_nitrate,20,115,20,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_21.csv,BMIM_nitrate,20,115,21,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_22.csv,BMIM_nitrate,20,115,22,True
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_23.csv,BMIM_nitrate,20,115,23,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_24.csv,BMIM_nitrate,20,115,24,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_25.csv,BMIM_nitrate,20,115,25,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_26.csv,BMIM_nitrate,20,115,26,True
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_27.csv,BMIM_nitrate,20,115,27,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_28.csv,BMIM_nitrate,20,115,28,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_29.csv,BMIM_nitrate,20,115,29,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_30.csv,BMIM_nitrate,20,115,30,True
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_31.csv,BMIM_nitrate,20,115,31,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_32.csv,BMIM_nitrate,20,115,32,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_33.csv,BMIM_nitrate,20,115,33,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_34.csv,BMIM_nitrate,20,115,34,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_35.csv,BMIM_nitrate,20,115,35,True
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_36.csv,BMIM_nitrate,20,115,36,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_37.csv,BMIM_nitrate,20,115,37,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_38.csv,BMIM_nitrate,20,115,38,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_39.csv,BMIM_nitrate,20,115,39,True
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_40.csv,BMIM_nitrate,20,115,40,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_41.csv,BMIM_nitrate,20,115,41,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_42.csv,BMIM_nitrate,20,115,42,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_43.csv,BMIM_nitrate,20,115,43,True
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_44.csv,BMIM_nitrate,20,115,44,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_45.csv,BMIM_nitrate,20,115,45,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_46.csv,BMIM_nitrate,20,115,46,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_47.csv,BMIM_nitrate,20,115,47,True
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_48.csv,BMIM_nitrate,20,115,48,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_49.csv,BMIM_nitrate,20,115,49,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_50.csv,BMIM_nitrate,20,115,50,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_51.csv,BMIM_nitrate,20,115,51,True
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_52.csv,BMIM_nitrate,20,115,52,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_53.csv,BMIM_nitrate,20,115,53,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_54.csv,BMIM_nitrate,20,115,54,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_55.csv,BMIM_nitrate,20,115,55,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_56.csv,BMIM_nitrate,20,115,56,True
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_57.csv,BMIM_nitrate,20,115,57,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_58.csv,BMIM_nitrate,20,115,58,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_59.csv,BMIM_nitrate,20,115,59,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_60.csv,BMIM_nitrate,20,115,60,True
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_61.csv,BMIM_nitrate,20,115,61,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_62.csv,BMIM_nitrate,20,115,62,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_63.csv,BMIM_nitrate,20,115,63,False
Lissajouswaveformsdifferentmediums/ionic liquid/20 kHz/115% breakdown/115breakdown-0008/115breakdown-0008_64.csv,BMIM_nitrate,20,115,64,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_01.csv,BMIM_nitrate,20,MAX,1,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_02.csv,BMIM_nitrate,20,MAX,2,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_03.csv,BMIM_nitrate,20,MAX,3,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_04.csv,BMIM_nitrate,20,MAX,4,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_05.csv,BMIM_nitrate,20,MAX,5,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_06.csv,BMIM_nitrate,20,MAX,6,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_07.csv,BMIM_nitrate,20,MAX,7,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_08.csv,BMIM_nitrate,20,MAX,8,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_09.csv,BMIM_nitrate,20,MAX,9,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_10.csv,BMIM_nitrate,20,MAX,10,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_11.csv,BMIM_nitrate,20,MAX,11,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_12.csv,BMIM_nitrate,20,MAX,12,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_13.csv,BMIM_nitrate,20,MAX,13,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_14.csv,BMIM_nitrate,20,MAX,14,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_15.csv,BMIM_nitrate,20,MAX,15,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_16.csv,BMIM_nitrate,20,MAX,16,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_17.csv,BMIM_nitrate,20,MAX,17,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_18.csv,BMIM_nitrate,20,MAX,18,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_19.csv,BMIM_nitrate,20,MAX,19,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_20.csv,BMIM_nitrate,20,MAX,20,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_21.csv,BMIM_nitrate,20,MAX,21,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_22.csv,BMIM_nitrate,20,MAX,22,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_23.csv,BMIM_nitrate,20,MAX,23,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_24.csv,BMIM_nitrate,20,MAX,24,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_25.csv,BMIM_nitrate,20,MAX,25,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_26.csv,BMIM_nitrate,20,MAX,26,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_27.csv,BMIM_nitrate,20,MAX,27,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_28.csv,BMIM_nitrate,20,MAX,28,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_29.csv,BMIM_nitrate,20,MAX,29,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_30.csv,BMIM_nitrate,20,MAX,30,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_31.csv,BMIM_nitrate,20,MAX,31,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_32.csv,BMIM_nitrate,20,MAX,32,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_33.csv,BMIM_nitrate,20,MAX,33,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_34.csv,BMIM_nitrate,20,MAX,34,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_35.csv,BMIM_nitrate,20,MAX,35,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_36.csv,BMIM_nitrate,20,MAX,36,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_37.csv,BMIM_nitrate,20,MAX,37,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_38.csv,BMIM_nitrate,20,MAX,38,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_39.csv,BMIM_nitrate,20,MAX,39,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_40.csv,BMIM_nitrate,20,MAX,40,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_41.csv,BMIM_nitrate,20,MAX,41,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_42.csv,BMIM_nitrate,20,MAX,42,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_43.csv,BMIM_nitrate,20,MAX,43,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_44.csv,BMIM_nitrate,20,MAX,44,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_45.csv,BMIM_nitrate,20,MAX,45,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_46.csv,BMIM_nitrate,20,MAX,46,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_47.csv,BMIM_nitrate,20,MAX,47,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_48.csv,BMIM_nitrate,20,MAX,48,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_49.csv,BMIM_nitrate,20,MAX,49,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_50.csv,BMIM_nitrate,20,MAX,50,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_51.csv,BMIM_nitrate,20,MAX,51,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_52.csv,BMIM_nitrate,20,MAX,52,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_53.csv,BMIM_nitrate,20,MAX,53,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_54.csv,BMIM_nitrate,20,MAX,54,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_55.csv,BMIM_nitrate,20,MAX,55,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_56.csv,BMIM_nitrate,20,MAX,56,True
Lissajouswaveformsdifferentmediums/ionic liquid/Lissajousfigure20kHz-0006/Lissajousfigure20kHz-0006_57.csv,BMIM_nitrate,20,MAX,57,True
